title,artists,album,duration,duration_seconds,videoId,liked_at,run_id
Poor Man's Blues,Cabinet,This Is Cabinet: Set 2,3:12,192,6eWhynIw-Iw,2024-07-27T03:30:59Z,gh-1821
Ice Bridges,Billy Strings,"2024-02-25 Nashville, TN - Ryman Auditorium",4:50,290,n1_5pthRBOU,2024-07-26T18:32:55Z,gh-1818
"Mr. Spaceman (Live at Colden Center Auditorium, Queens, NY - February 1970)",The Byrds,(Untitled) /(Unissued),3:08,188,6AfQMaG7vSs,2024-07-26T09:28:58Z,gh-1815
The Force,Lettuce,Crush,3:42,222,3DuGtGk5oF0,2024-07-26T01:41:56Z,gh-1812
Falani,Béla Fleck,Transatlantic Sessions - Series 5: Volume One,4:47,287,LtQv3AfBbXc,2024-07-26T01:41:56Z,gh-1812
You Don't Mess Around with Jim,Jim Croce,You Don't Mess Around With Jim,3:03,183,VRIHW-aQl-k,2024-07-26T01:41:56Z,gh-1812
Meditation Of Morning,Eva Abraham,Songs For A New Earth,4:15,255,KToTc25WLfA,2024-07-20T01:39:58Z,gh-1763
Matty Groves (Live),Eva Abraham,,5:08,308,DDdX5iIOWDA,2024-07-20T01:39:58Z,gh-1763
Fakin' It,Simon & Garfunkel,Bookends,3:18,198,Q_JunmMb1f0,2024-07-20T01:39:58Z,gh-1763
Fool's Ride,WITCH,Witch: We Intend to Cause Havoc!,3:27,207,lgm7_8rCHrQ,2024-07-17T18:35:38Z,gh-1744
Weissensee,NEU!,NEU!,6:47,407,PVMBdPZgoJg,2024-07-17T18:35:38Z,gh-1744
Amarillo Highway (for Dave Hickey),Terry Allen,Lubbock (on everything),4:01,241,j0yS6Jc-vw0,2024-07-11T01:42:14Z,gh-1689
Another Saturday Night,Sam Cooke,30 Greatest Hits: Portrait of a Legend 1951-1964,2:43,163,8N1qQHzh6-A,2024-07-05T01:40:15Z,gh-1633
STEVE ANDREAS PRESENTS:  Afro/Tech House DJ Mix #01 Live From ARUBA,Steve Andreas,,1:10:11,4211,RLasBCvWLok,2024-07-02T18:34:09Z,gh-1615
After You've Gone,Stephane Grappelli,California Here I Come,3:30,210,mLprfWLkFhY,2024-07-02T06:36:44Z,gh-1611
Treat Me Kind,Del McCoury Band,Songs of Love and Life,3:10,190,b8irb2HoyIM,2024-07-02T03:29:49Z,gh-1610
Just Because,Del McCoury Band,Songs of Love and Life,3:47,227,IbZoxZ12S-I,2024-07-02T01:40:30Z,gh-1609
Tu Vuo Fà L'Americano,Renato Carosone,L'Incredibile Renato Carosone,3:29,209,ziiqEDjzrsY,2024-07-02T01:40:30Z,gh-1609
Puttin' On the Ritz,Gypsy Swing Revue,Puttin' On The Ritz,3:59,239,CFw6Cqkd0hA,2024-07-01T18:34:17Z,gh-1607
Girl Singer Busking in New Orleans. Sierra Ferrell,jazzbo43,,3:29,209,ir6LNccXZ0U,2024-07-01T01:49:51Z,gh-1601
Ladies on the rag: something smells like fish,glimmerburr,,3:38,218,X682KULE_e8,2024-07-01T01:49:51Z,gh-1601
"Shine Delphi & Sierra Elizabeth Ferrell play LIVE in the French Quarter, 3-18-2015",hottcarlson,,5:48,348,68p0mJzKOL8,2024-07-01T01:49:51Z,gh-1601
Somewhere Over The Rainbow [1976] - Dave Ferguson,Take's Bluegrass Channel,,33:05,1985,tABKPs7op6U,2024-06-28T21:28:14Z,gh-1584
Devil Woman,Marty Robbins,The Essential Marty Robbins 1951-1982,2:51,171,2u02vobAo2c,2024-06-26T12:48:46Z,gh-1565
Mona,Sam Armstrong-Zickefoose,Mona,3:04,184,YMy_q-X1CIs,2024-06-25T21:27:11Z,gh-1560
Of All the Dreams,The Wild Reeds,Blind and Brave,3:33,213,FRZJw9-JPg8,2024-06-25T06:36:13Z,gh-1555
I Can’t Find You at All,"AJ Lee & Blue Summit, Molly Tuttle",I Can’t Find You at All,3:23,203,N26JHmG4sqE,2024-06-19T21:27:25Z,gh-1511
1952 Vincent Black Lightning,Del McCoury Band,Del & The Boys,4:03,243,Vz6fCj1zLSg,2024-06-19T18:34:35Z,gh-1510
My Lady's Parrot is a Racist,That's What I Call Brainrot!,My Lady's Parrot is a Racist,2:50,170,vstY-eCXgH8,2024-06-18T06:35:38Z,gh-1498
Trippin' Fat Kids at the YMCA,That's What I Call Brainrot!,Trippin' Fat Kids at the YMCA,2:40,160,_ZeCEe0ZlHk,2024-06-18T06:35:38Z,gh-1498
Until We Meet Again,Hermanos Gutiérrez,Sonido Cósmico,3:02,182,lQditr-GdEw,2024-06-16T06:34:16Z,gh-1482
"Blood and Rockets: Movement I, Saga of Jack Parsons - Movement II, Too the Moon",The Claypool Lennon Delirium,South of Reality,6:30,390,WvJZ1GLnlaA,2024-06-16T03:29:47Z,gh-1481
Squadlive,Lettuce,Outta Here,3:58,238,3Q-FagXrybM,2024-06-16T03:29:47Z,gh-1481
Chain Gang Medley,Jim Croce,The Original Albums…Plus,4:41,281,4femrN4XhKg,2024-06-15T01:38:39Z,gh-1472
Tieduprightnow,Parcels,Tieduprightnow,4:10,250,JYHH0ogYN8M,2024-06-14T18:34:36Z,gh-1470
Cheesy Love Song,The Lazy Eyes,EP1,5:38,338,Xs5UUd9j30Q,2024-06-14T18:34:36Z,gh-1470
Solomun @ Théâtre Antique d'Orange in France for Cercle,Cercle,,1:55:40,6940,QHDRRxKlimY,2024-06-11T18:34:47Z,gh-1446
"House Therapy | Groove House DJ Mix || Toby Simpson, Francis (UK), Sony Synth",Arwen's Faith,,54:21,3261,2n-9iC3Lf9A,2024-06-11T18:34:47Z,gh-1446
Battle of New Orleans,Les Claypool's Duo De Twang,Four Foot Shack,4:17,257,WPMPSbWNpbg,2024-06-09T01:45:34Z,gh-1424
Couch Potato,Jakubi,Couch Potato,3:16,196,d5dTJGZjEs4,2024-06-09T01:45:34Z,gh-1424
Best Feeling (feat. The String Cheese Incident),Keller Williams,Breathe,5:56,356,T0ksWCeHMwY,2024-06-07T06:36:06Z,gh-1410
"Gold Dust Woman (Live at The Forum, Inglewood, CA 8/29/77)",Fleetwood Mac,Live (Deluxe Edition),7:24,444,SNadBHu1GP4,2024-06-07T01:40:21Z,gh-1408
Chill 70s 80s Funk & Disco Freestyle Vinyl Mix by Hikko Mori,Hikko Mori,,1:05:05,3905,K8ug5WW0LoY,2024-06-04T18:33:23Z,gh-1390
Lauren,Men I Trust,Lauren,3:39,219,iZcOYmMyG-E,2024-06-02T06:34:00Z,gh-1370
No More Lies,"Tame Impala, Thundercat",No More Lies,5:28,328,mL9BOSG31pg,2024-06-02T06:34:00Z,gh-1370
Mr Brightside (feat. Blake Lewis),Scott Bradlee's Postmodern Jukebox,33 Resolutions Per Minute,4:16,256,sa31nslwWjQ,2024-05-31T18:32:23Z,gh-1358
Why Do You Let Me Stay Here?,She & Him,Volume One,2:31,151,1y5HyC1HYzU,2024-05-31T01:38:09Z,gh-1352
I Kissed Girl (feat. Robyn Adele Anderson),Scott Bradlee's Postmodern Jukebox,Swipe Right For Vintage,2:53,173,yqVqEu5NiGU,2024-05-31T01:38:09Z,gh-1352
Toxic (feat. Melinda Doolittle),Scott Bradlee's Postmodern Jukebox,Squad Goals,4:47,287,4smAOCaSjuc,2024-05-31T01:38:09Z,gh-1352
All Star (feat. Vonzell Solomon),Scott Bradlee's Postmodern Jukebox,"New Gramophone, Who Dis?",3:49,229,Q3_ULwnAKUo,2024-05-31T01:38:09Z,gh-1352
"The Green Manalishi (With the Two-Pronged Crown) [Live at State Fair Arena, Oklahoma City, OK 5/18/77]",Fleetwood Mac,Live (Deluxe Edition),5:28,328,7ZBcb-vT0pE,2024-05-30T03:29:23Z,gh-1345
"Silver Springs (Live at Warner Brothers Studios in Burbank, CA 5/23/97)",Fleetwood Mac,The Dance,5:42,342,-RYRoQO15ZI,2024-05-30T03:29:23Z,gh-1345
"Monday Morning (Live at Budokan Hall, Tokyo, Japan 2/3/80)",Fleetwood Mac,Live (Deluxe Edition),4:01,241,blpenk6ttQk,2024-05-30T03:29:23Z,gh-1345
"Gold Dust Woman (Live at The Forum, Inglewood, CA 8/29/77)",Fleetwood Mac,Gold Dust Woman,7:24,444,5Zp2WKvnG_E,2024-05-30T03:29:23Z,gh-1345
"Death Don't Have No Mercy (Live at Shoreline Amphitheatre, September 29, 1989)",Grateful Dead,So Many Roads (1965 - 1995),6:42,402,ZFfVTFxfL08,2024-05-29T21:27:06Z,gh-1343
The Harder They Come (Live),Jerry Garcia Band,"GarciaLive Volume Two: August 5th, 1990 Greek Theatre",10:46,646,keL6fAVUYsY,2024-05-29T21:27:06Z,gh-1343
"Daniel Donato's Cosmic Country 1/5/2024 Denver, CO (Full Show)",Daniel Donato,,2:42:32,9752,XpGHXaUM8do,2024-05-24T21:27:19Z,gh-1303
Rumble of the Diesel,Les Claypool,Of Whales And Woe,4:04,244,_-ceV24iOn0,2024-05-24T21:27:19Z,gh-1303
Pseudo Suicide,Oysterhead,The Grand Pecking Order,4:53,293,atTo1pT6z8s,2024-05-24T21:27:19Z,gh-1303
"Ghosts of the Forest (Live, 4/20/19)",Trey Anastasio & Ghosts of the Forest,Ghosts of the Forest: Beneath a Sea of Stars (Live),6:41,401,vG4xwTt0dTU,2024-05-24T01:35:57Z,gh-1296
Marquee Moon,Television,Marquee Moon,10:39,639,g4myghLPLZc,2024-05-23T18:32:08Z,gh-1293
Falling Out,Ween,White Pepper,2:29,149,8o19PCXwm6c,2024-05-22T03:29:43Z,gh-1279
One Toke Over the Line,Brewer & Shipley,Tarkio Road,3:20,200,OF3EUFnafp8,2024-05-22T03:29:43Z,gh-1279
Was I Drunk?,Corn Potato String Band,Good Job Everybody,3:25,205,3bxFS2RhS2E,2024-05-22T03:29:43Z,gh-1279
The Great Atomic Power,The Louvin Brothers,Grand Ole Opry Legends,2:49,169,2ci3UUzHTVc,2024-05-22T03:29:43Z,gh-1279
"Jalan Crossland | ""Great Atomic Power"" | Western AF",Western AF,,3:13,193,azbPRpa8KsY,2024-05-22T03:29:43Z,gh-1279
Heart Attack,The Pretty Shabbies,A Pretty Shabby Album,4:58,298,VH5mTbe-dj4,2024-05-21T20:53:02Z,gh-1276
Oblivion,Phish,Oblivion,6:04,364,xMJamd2QZdE,2024-05-21T18:32:08Z,gh-1275
All I Gave To You,Bella White,All I Gave To You,3:29,209,t-wenVqCJaw,2024-05-19T18:30:47Z,gh-1258
MegaMeat,Whales Whales,,57:11,3431,Xl5Q_LedP7I,2024-05-16T18:31:14Z,gh-1231
AMBIENT TECHNO || continuous mix 002,Rob Jenkins,AMBIENT TECHNO || continuous mix 002,1:40:24,6024,6OEWwdC4WRQ,2024-05-15T20:18:58Z,gh-1223
Trawsfynydd six,Rob Jenkins,Trawsfynydd,8:48,528,xtQf68JTj5Q,2024-05-15T18:31:48Z,gh-1222
Synfyfyrio Gofod two,Rob Jenkins,Synfyfyrio Gofod two,8:40,520,t9I4JB2iuUE,2024-05-15T18:31:48Z,gh-1222
"Los Angeles County Breakdown (feat. George Jackson, Ross Martin & Myles Sloniker)",Jacob Jolliff,"Instrumentals, Vol. 2: Mandolin Mysteries",4:59,299,gsguaXcJ5LA,2024-05-15T01:36:56Z,gh-1216
Honky Cat,Sherie Rene Scott,Sherie Rene...Men I've Had,4:53,293,R6Pt9yMFZgs,2024-05-11T01:32:53Z,gh-1183
Honky Cat,Deborah Offenhauser,Dizzy Fingers,4:09,249,Ck9M3bKoeM0,2024-05-11T01:32:53Z,gh-1183
Honky Cat,David Atkins & Ronald Kelsey,Outros Tempos Outra Musica (She),4:12,252,v9VlB-NM5fg,2024-05-10T23:15:18Z,gh-1182
Simple & Sober,Lindsay Lou,Southland,3:05,185,DsbpoDg_4jA,2024-05-10T22:08:21Z,gh-1181
Mother and Child Reunion,The Uniques,The Best of The Pioneers,2:40,160,YNfh6c5v8co,2024-05-10T21:27:12Z,gh-1180
Dub for Cascadia,loscil,Endless Falls,6:07,367,cjjEiKJjxGU,2024-05-10T06:32:11Z,gh-1175
Shadow Maple,loscil,,8:01,481,BzwRx_C-Bhk,2024-05-10T06:32:11Z,gh-1175
Don't Stop Me Now (With Long-Lost Guitars),Queen,Jazz (Deluxe Remastered Version),3:35,215,r7z-tsD9aOE,2024-05-09T18:30:24Z,gh-1171
Sea Song (feat. Mick Turner),"Bill Callahan, Bonnie ""Prince"" Billy",Blind Date Party,7:22,442,q_bZcGs6OkY,2024-05-08T18:32:16Z,gh-1158
Wish You Were Gay (feat. Sean O’Hagan & Sean O'Hagan),"Bill Callahan, Bonnie ""Prince"" Billy",Blind Date Party,3:55,235,0Clys3-5DJs,2024-05-08T18:32:16Z,gh-1158
I've Made Up My Mind (feat. Alasdair Roberts),"Bill Callahan, Bonnie ""Prince"" Billy",Blind Date Party,4:28,268,ohckM-f_yLA,2024-05-08T18:32:16Z,gh-1158
Idle Idle,Alex Regeimbal,Idle Idle,3:20,200,ma7gAQMNTaQ,2024-05-03T21:27:21Z,gh-1110
Harold and Maude (1971) Cat Stevens Soundtrack.,Cappie Hours,,28:41,1721,cxg20KvQR80,2024-05-03T01:35:20Z,gh-1103
June Nights,Meadow Mountain,June Nights,2:53,173,BniZbcQpJ2g,2024-05-01T01:38:31Z,gh-1087
A Bird With Broken Wings,DJ Cam,Broken Melancholy,3:32,212,L9I3zviTyl8,2024-04-30T03:28:01Z,gh-1080
Y'all Come Back Saloon,The Oak Ridge Boys,Y'all Come Back Saloon,2:56,176,sH_4dSOXj90,2024-04-30T01:31:56Z,gh-1079
Sharecropper's Son,Yonder Mountain String Band,"Mountain Tracks, Vol. 1",3:07,187,JisWxVh6_Hs,2024-04-26T21:27:34Z,gh-1054
"Smoke, Smoke, Smoke (feat. T. Michael Coleman)",Doc & Merle Watson,Red Rocking Chair,2:49,169,on7ZzISC70g,2024-04-26T03:27:09Z,gh-1048
Mole In The Ground,Doc & Merle Watson,Red Rocking Chair,2:31,151,nIvHenipOIw,2024-04-26T03:27:09Z,gh-1048
Age,The Bluegrass Album Band,"The Bluegrass Album, Vol. 4",3:28,208,IoEBlHWl69Q,2024-04-25T18:30:41Z,gh-1045
Two Pairs Of Hands,Mark Knopfler,One Deep River,4:06,246,O7KNZ0xM1gY,2024-04-25T18:30:41Z,gh-1045
Evolve,Phish,"2024/04/21 Las Vegas, NV",6:33,393,E9QPCxN_MLY,2024-04-25T06:31:58Z,gh-1041
Two Pairs Of Hands,Mark Knopfler,Two Pairs Of Hands,4:06,246,YfY6do4bzQY,2024-04-24T06:35:48Z,gh-1032
Grandma's Curtains (feat. Eric Gales),Ghost-Note,Mustard n'Onions,8:57,537,_Az6_zmu8so,2024-04-24T03:26:31Z,gh-1031
JB's Out! (Do It Babay) (feat. MacKenzie),Ghost-Note,Mustard n'Onions,6:44,404,9_TbRKOjbLk,2024-04-24T01:33:38Z,gh-1030
Phish - Down with Disease - The Sphere - Las Vegas - 4/21/2024,Steve's Concert Corner,,33:50,2030,oQ89R0GMQIA,2024-04-23T06:33:30Z,gh-1024
Werik'i (Gold),Anbessa Orchestra,Werik'i (Gold),5:06,306,HIAuvybKs7A,2024-04-23T06:33:30Z,gh-1024
5 23,Global Communication,76:14,5:24,324,xxdBoDCmLjw,2024-04-23T00:53:01Z,gh-1021
Home,Henry Hall and His Gleneagles Hotel Band,The Shining - The Complete British Dance Band Soundtrack,3:14,194,b32jOouL5vU,2024-04-23T00:53:01Z,gh-1021
Untitled 4 - Official Music Video - Tanner Bingaman's Pretty Big Garden,Tanner Bingaman's Pretty Big Garden,,2:03,123,w8chAS-liEs,2024-04-22T12:44:47Z,gh-1017
Fire And Brimstone,Link Wray,Link Wray,4:19,259,H4b4oj6-1bI,2024-04-22T03:27:08Z,gh-1014
Everybody's Got to Learn Sometime,The Field,Café del Mar - Terrace Mix 6,6:49,409,Oxng7Re_XuM,2024-04-22T03:27:08Z,gh-1014
Everybody's Got to Learn Sometime,The Field,Lazy Summer by Chris Coco,6:52,412,0beq5hqZhzU,2024-04-22T03:27:08Z,gh-1014
Black Iris,Sven Wunder,Eastern Flowers,2:53,173,U_itkIUMAJ8,2024-04-22T03:27:08Z,gh-1014
Back To School Again,Timmie Rogers,Cameo Parkway 1957-1967,2:22,142,8SD4Ntluw9I,2024-04-18T01:30:14Z,gh-981
Rowdy,Clint Eastwood,Cameo Parkway 1957-1967,2:45,165,kAZhDI_GmxA,2024-04-18T01:30:14Z,gh-981
AMBIENT TECHNO || mix 030 by Rob Jenkins,ambient techno mixes,,1:40:00,6000,X-db67TcKUw,2024-04-17T12:43:51Z,gh-977
We,The Roches,The Roches,2:36,156,PbgQITWRTbQ,2024-04-16T18:27:08Z,gh-971
"Vera (feat. George Jackson, Ross Martin & Myles Sloniker)",Jacob Jolliff,Vera,6:11,371,IQeM1n8-Eu0,2024-04-12T01:30:42Z,gh-934
Red Moon,Amon Tobin,Long Stories,4:27,267,strDNKrXXAw,2024-04-11T18:29:34Z,gh-932
"Phish ""Evolve"" (Out July 12)",Phish,,4:13,253,MquyX40xj7g,2024-04-11T18:29:34Z,gh-932
Evolve,Phish,Evolve,4:13,253,Qbx7oNFmv-s,2024-04-11T15:27:18Z,gh-931
Mean Old Me,Ivan the Tolerable,Linthorpe Crepuscule Volume 2,3:39,219,vqnsav14-tI,2024-04-10T18:55:39Z,gh-924
The Great Pretender,Freddie Mercury,The Platinum Collection (Greatest Hits I II & III - 2011 Remaster),3:26,206,T3C0DQ0qj8I,2024-04-10T03:26:25Z,gh-919
Scent of Spring - Music for Resilience 4 - Ambient Music on Baroque Lute - Naochika Sogabe,Music for Spirit - Naochika Sogabe,,3:06:25,11185,KXPLCsu-SKw,2024-04-09T06:31:06Z,gh-912
The Great Pretender,The Platters,The Great Pretender,2:35,155,S3nzDxuBeE4,2024-04-08T01:31:41Z,gh-900
Khruangbin x Hermanos Gutierrez | western desert road trip playlist (slowed + reverb),felismina,,26:29,1589,79IKTDRqbP0,2024-04-07T15:27:10Z,gh-896
Ragtime Banjo Revival Rehearsal - Ragtime Oriole,Aaron Jonah Lewis,,3:18,198,lF5F8RFgiJ8,2024-04-07T15:27:10Z,gh-896
As I Stand Counting,Chuck Johnson,Velvet Arc,7:20,440,4YER8SXcXuU,2024-04-07T09:27:39Z,gh-894
Brother's Strut,The Winston Brothers,Drift,3:17,197,jCSnKkoRFOg,2024-04-04T18:30:41Z,gh-873
If You Ve Got The Money (I Ve Got The Time),George Jones,A Satisfied Mind,2:08,128,LDnDPtY_3xA,2024-04-04T06:30:08Z,gh-869
One's On The Way,Loretta Lynn,All Time Greatest Hits,2:39,159,mDkABMPL0MM,2024-04-04T06:30:08Z,gh-869
Hoochie Coochie Girls,Circus Contraption,Grand American Traveling Dime Museum,4:03,243,Wa_brbfZ-kA,2024-04-03T21:27:29Z,gh-866
Vintage Obscura MONTHLY -- March 2024,Vintage Obscura ,,46:12,2772,jHbmrPdkEdc,2024-04-03T21:27:29Z,gh-866
Let the Tall Ships Sail,Walter Martin,Green Beans & Tangerines,4:05,245,yavkL_k2EXw,2024-04-03T03:25:46Z,gh-860
We're All Mad,The Circus Contraption Band,The Half-Wit's Descent,3:22,202,I_TgylFbR5Q,2024-04-03T03:25:46Z,gh-860
Midnight Moonlight,Old & In The Way,The Complete Boarding House Shows,6:15,375,DaXYsEAD1Ng,2024-04-02T21:51:08Z,gh-858
Uncle Pen (feat. Amanda Shires),Kelsey Waldon,,4:00,240,bcMafCwlOPw,2024-04-02T21:27:32Z,gh-856
Watching the Detectives,The Henry Girls,December Moon,3:35,215,R_5HNAYfIUA,2024-04-02T18:30:38Z,gh-855
Ol' Cook Pot,The Henry Girls,December Moon,2:50,170,bUwPAiw9zPQ,2024-04-02T18:30:38Z,gh-855
Down To The River,The Duhks,Migrations,5:05,305,NR0AhPmcuPw,2024-04-02T03:26:43Z,gh-850
Ol' Cook Pot,The Duhks,Migrations,2:35,155,Jz6EKmBNipA,2024-04-02T03:26:43Z,gh-850
Simple & Sober,Mike + Ruthy,Bright as You Can,4:02,242,5YH9ZRs2CTg,2024-04-02T03:26:43Z,gh-850
Lopsided Lullabye,T Sisters,Bring Us Back,3:37,217,1ERhFm6W6os,2024-04-02T01:33:34Z,gh-849
Little Annie,Uncle Earl,Raise a Ruckus,2:54,174,YKlCzemp0cQ,2024-04-02T01:33:34Z,gh-849
American Tune,T Sisters,Kindred Lines,3:33,213,lB3heT8CkS8,2024-04-02T01:33:34Z,gh-849
Seduction of Spring,T Sisters,Kindred Lines,3:11,191,DPO0Rn-5ZW8,2024-04-02T01:33:34Z,gh-849
My Old Ways,Dr. Dog,We All Belong,3:31,211,q4tY40DRQR8,2024-04-02T01:33:34Z,gh-849
That Old Black Hole,Dr. Dog,Be The Void (Deluxe Edition),3:22,202,pwwotb1uuEA,2024-04-02T01:33:34Z,gh-849
"Come On, Come Over",Jaco Pastorius,Jaco Pastorius,3:54,234,idlyr6NrAn8,2024-03-30T17:01:41Z,gh-830
Cold Lonesome Wind,Wayne Hancock,Thunderstorms and Neon Signs,4:24,264,aP9K-OOOE4I,2024-03-30T06:29:01Z,gh-826
Elma Turl (Live),Mike Cross,Live And Kickin' (Live),2:33,153,XmZiRlksg0w,2024-03-30T03:27:09Z,gh-825
Fill My Way With Love,Doc Watson,Riding The Midnight Train,2:33,153,xISF6PYWIfY,2024-03-30T03:27:09Z,gh-825
Stupid Texas Song,Austin Lounge Lizards,Employee Of The Month,3:34,214,aPvLD7HSUDY,2024-03-30T01:26:13Z,gh-824
"Flatnose, The Tree-Climbing Dog",Austin Lounge Lizards,Employee Of The Month,2:34,154,qjPg-dL4Arw,2024-03-30T01:26:13Z,gh-824
Jesus was Way cool,King Missile,Mystical Shit/Fluting on the Hump,2:42,162,uAa7OB9Ej2c,2024-03-30T01:26:13Z,gh-824
Phantom Pt. II,Justice,Cross,3:21,201,Dn-WFH6tpCU,2024-03-30T01:26:13Z,gh-824
Little Joe,Norman Blake,Slow Train Through Georgia,2:50,170,B_V4_ipuDCo,2024-03-29T05:57:53Z,gh-816
"Jesus, Etc.",Wilco,Yankee Hotel Foxtrot,3:52,232,USMsgVbf8Us,2024-03-29T03:24:38Z,gh-815
Midnight Hour,"Clarence ""Gatemouth"" Brown",The Peacock Recordings: 1949-1959,2:46,166,qrKtqnvBUaU,2024-03-28T06:30:21Z,gh-808
Serendipity,Tanya Stephens,Some Kinda Madness,4:57,297,zUxmJ-cFC-U,2024-03-28T06:30:21Z,gh-808
Gator,Jerry Reed,Both Barrels,2:58,178,fty3aTMWbWc,2024-03-28T06:30:21Z,gh-808
Buster,Whitefield Brothers,In The Raw,3:03,183,vELJtIVKB7A,2024-03-28T06:30:21Z,gh-808
Rivers of Babylon,Boney M.,Nightflight to Venus,4:22,262,rA6wmf-MUP8,2024-03-28T06:30:21Z,gh-808
"D-18 Song (Thank You, Mr. Martin)","Norman Blake, Tony Rice",Norman Blake & Tony Rice 2,3:59,239,pTEa-GX41z0,2024-03-28T06:30:21Z,gh-808
Dead Horse - The Self Righteous Brothers,FrenzalRhombMusic,,2:16,136,-4jGkt4MO6w,2024-03-28T06:30:21Z,gh-808
Self-Righteous - The Self Righteous Brothers,FrenzalRhombMusic,,3:32,212,LvOvRZSxecU,2024-03-28T03:06:27Z,gh-806
Flying Saucers,Jane Archer and the Reactionaries,The Great Atomic Power,1:44,104,d3p5ryDjv-M,2024-03-28T02:01:39Z,gh-805
I'm No Communist,Jane Archer and the Reactionaries,The Great Atomic Power,2:27,147,Ko_Rdwn7lnA,2024-03-28T02:01:39Z,gh-805
Great Atomic Power,Jane Archer and the Reactionaries,The Great Atomic Power,2:17,137,Oxmly-JUBwg,2024-03-28T01:49:35Z,gh-804
Step by Step,Jesse Winchester,Let The Rough Side Drag,2:58,178,bXnT8ExnnsM,2024-03-28T01:29:16Z,gh-803
Way Down In The Hole,The Blind Boys of Alabama,Spirit Of The Century,3:21,201,J4zZCuNAGRo,2024-03-28T01:29:16Z,gh-803
Woke Up This Morning,A3,Exile On Coldharbour Lane,5:17,317,lNiCr6FBI30,2024-03-28T01:29:16Z,gh-803
The Idiot,Stan Rogers,Home In Halifax,2:52,172,H_1leBD4l5I,2024-03-28T01:29:16Z,gh-803
Barrett's Privateers,Stan Rogers,Home In Halifax,4:51,291,DPrIXFFbsfI,2024-03-28T01:29:16Z,gh-803
Exit Music (For A Film),Radiohead,OK Computer,4:28,268,Bf01riuiJWA,2024-03-27T21:27:33Z,gh-802
Money (That's What I Want) (Single Version / Mono),Barrett Strong,The Sound Of The R&B Hits,2:37,157,KqZnuJcaYsE,2024-03-26T01:07:23Z,gh-786
Money for Nothing,Dire Straits,,6:40,400,dlPjxz4LGak,2024-03-25T03:58:30Z,gh-778
Hello Stranger,"Cat Clyde, Jeremie Albino",Blue Blue Blue,2:29,149,pHgAEhGVYKE,2024-03-24T09:20:41Z,gh-769
"Tube (2000-09-15 Hershey Park Stadium - Hershey, PA)",Phish,The Leaked SBD Tracks Project,17:45,1065,IpfGOBjVGxc,2024-03-24T09:20:41Z,gh-769
"2001 (9-29-99 Pyramid Arena - Memphis, TN)",Phish,The Leaked SBD Tracks Project,21:31,1291,3bQ7RCdErzY,2024-03-24T09:20:41Z,gh-769
Never Gonna Give You Up,Rick Astley,Whenever You Need Somebody,3:34,214,lYBUbBu4W08,2024-03-24T06:30:11Z,gh-768
"AC/DC Bag (1998-07-21 Desert Sky Pavilion, Pheonix, AZ)",Phish,The Leaked SBD Tracks Project,9:14,554,8vd2hcQB4rg,2024-03-24T01:35:18Z,gh-766
One Day Soon,Hot Day at the Zoo,Zoograss,3:44,224,W9DmvXAQH4s,2024-03-23T01:26:26Z,gh-758
Full of Sin,Hot Day at the Zoo,Cool as Tuesday,3:52,232,iYs_3RXeDvQ,2024-03-23T01:26:26Z,gh-758
Blues For Jimmy,Hot Day at the Zoo,Cool as Tuesday,4:40,280,MngMUOjMvTs,2024-03-23T01:26:26Z,gh-758
When the Women Get in Power,Bill Cox,Midnight Special,2:45,165,bsZe24Vrpso,2024-03-23T01:26:26Z,gh-758
Why Haven’t You Loved Me Yet,Sierra Ferrell,Trail Of Flowers,2:16,136,Gp7NDHjgYJM,2024-03-23T01:26:26Z,gh-758
Money Train,Sierra Ferrell,Trail Of Flowers,2:41,161,UEDkBtt9590,2024-03-23T01:26:26Z,gh-758
Wish You Well,Sierra Ferrell,Trail Of Flowers,3:39,219,2EFQc_A5N3k,2024-03-23T01:26:26Z,gh-758
Chittlin’ Cookin’ Time In Cheatham County,Sierra Ferrell,Trail Of Flowers,3:02,182,7p2-TKipaME,2024-03-23T01:26:26Z,gh-758
The Logical Song,Supertramp,The Logical Song,4:10,250,pP8iUyb9Gn8,2024-03-21T15:27:10Z,gh-745
Nothing to Say,The Kinks,Arthur or the Decline and Fall of the British Empire,3:09,189,tV0pTuLHxUM,2024-03-21T01:29:53Z,gh-739
Can You Get To That,Funkadelic,Maggot Brain,2:50,170,yl3fIXaAXow,2024-03-20T18:30:44Z,gh-737
The Payback,James Brown,"Soul Hits, Vol. 2",2:40,160,nzJYcpTGxmo,2024-03-20T18:30:44Z,gh-737
Love,Lana Del Rey,Lust For Life,4:33,273,RB3Wjz_VzG4,2024-03-20T03:32:45Z,gh-731
Now Is the Time for Love (Pt. 2),Darrow Fletcher,The Pain Gets a Little Deeper,2:24,144,sSlTLGzcWzo,2024-03-19T21:21:26Z,gh-726
The Moods - King Hustler,Quadrophonic Toppling,,3:06,186,z93uef4O-Hw,2024-03-19T21:21:26Z,gh-726
The Rainbow,Ween,Chef Aid: The South Park Album (Extreme Version),2:46,166,_qFvfxTncwk,2024-03-19T03:01:28Z,gh-719
The Headless Horeseman Power Mix,Phish,Mixes,1:19:50,4790,zn4w9fuv-uI,2024-03-18T01:29:20Z,gh-706
